Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
-0.416591,0.007183,9.739613,0.010653,-0.005326,0.003196
-0.459687,-0.035913,9.732430,0.007457,-0.001065,-0.008522
-0.430956,0.000000,9.718064,0.008522,-0.003196,-0.005326
-0.474052,0.028730,9.789890,0.002131,-0.004261,0.002131
-0.430956,0.007183,9.854534,0.001065,-0.004261,0.002131
-0.409408,-0.014365,9.732430,0.009588,-0.004261,0.001065
-0.373495,-0.043096,9.789890,0.010653,0.002131,-0.005326
-0.344765,0.028730,9.739613,0.004261,-0.002131,-0.005326
-0.316035,-0.014365,9.753978,0.003196,-0.004261,-0.001065
-0.366313,0.043096,9.782708,0.003196,-0.001065,0.005326
-0.380678,-0.028730,9.710882,0.002131,-0.002131,-0.002131
-0.387861,-0.050278,9.753978,0.006392,-0.004261,0.003196
-0.373495,0.050278,9.797073,0.001065,-0.004261,0.001065
-0.344765,0.043096,9.739613,0.000000,-0.002131,-0.005326
-0.387861,0.079009,9.739613,0.008522,-0.004261,0.000000
-0.409408,0.014365,9.689334,0.011718,-0.003196,0.003196
-0.373495,0.028730,9.761160,0.007457,-0.003196,0.001065
-0.452504,0.064643,9.746795,0.007457,-0.002131,-0.002131
-0.373495,0.021548,9.689334,0.006392,-0.001065,0.001065
-0.423774,0.007183,9.710882,0.000000,-0.006392,0.001065
-0.423774,-0.014365,9.696517,-0.001065,-0.006392,-0.007457
-0.402226,-0.021548,9.818622,0.005326,0.000000,-0.001065
-0.459687,0.021548,9.718064,0.005326,0.001065,0.002131
-0.402226,0.050278,9.703699,0.003196,-0.002131,-0.001065
-0.395043,-0.021548,9.746795,0.002131,-0.005326,-0.002131
-0.366313,-0.035913,9.725247,0.007457,0.000000,0.003196
-0.351948,-0.028730,9.840169,0.006392,-0.004261,-0.001065
-0.395043,-0.035913,9.746795,0.001065,-0.002131,-0.003196
-0.402226,0.050278,9.782708,0.004261,-0.003196,-0.002131
-0.387861,0.079009,9.825804,0.001065,-0.003196,-0.002131
-0.438139,0.028730,9.768343,0.004261,-0.005326,0.003196
-0.351948,0.050278,9.732430,0.006392,-0.009588,0.000000
-0.416591,-0.021548,9.710882,0.001065,-0.005326,-0.004261
-0.380678,0.143652,9.746795,0.001065,0.002131,0.000000
-0.366313,-0.014365,9.746795,0.007457,0.001065,-0.008522
-0.416591,0.021548,9.789890,0.010653,-0.006392,-0.002131
-0.402226,0.057461,9.753978,0.004261,0.002131,-0.002131
-0.409408,0.035913,9.739613,0.000000,0.007457,-0.002131
-0.344765,-0.035913,9.732430,-0.003196,0.003196,0.011718
-0.402226,-0.021548,9.689334,0.004261,-0.004261,0.002131
-0.466869,-0.007183,9.689334,0.009588,-0.004261,-0.005326
-0.373495,-0.043096,9.710882,0.005326,0.000000,0.005326
-0.438139,-0.021548,9.775525,0.002131,-0.001065,0.002131
-0.474052,0.021548,9.753978,0.003196,-0.007457,-0.004261
-0.423774,0.057461,9.739613,0.005326,0.003196,0.002131
-0.430956,-0.028730,9.746795,0.004261,0.000000,-0.005326
-0.387861,0.043096,9.710882,0.008522,-0.007457,-0.004261
-0.409408,0.000000,9.782708,0.003196,-0.013849,-0.003196
-0.423774,-0.014365,9.768343,0.004261,-0.003196,-0.001065
-0.481235,0.071826,9.789890,0.003196,-0.007457,0.001065
-0.445322,0.007183,9.696517,0.005326,-0.007457,-0.006392
-0.459687,0.014365,9.789890,0.004261,0.002131,-0.005326
-0.344765,0.028730,9.753978,0.001065,0.002131,0.003196
-0.387861,0.021548,9.746795,0.005326,-0.003196,0.000000
-0.366313,0.043096,9.761160,0.008522,-0.009588,-0.009588
-0.409408,0.000000,9.761160,0.003196,-0.006392,-0.006392
-0.409408,0.021548,9.739613,0.007457,-0.003196,0.003196
-0.459687,-0.014365,9.739613,0.008522,-0.006392,0.006392
-0.481235,0.064643,9.768343,0.003196,0.001065,-0.002131
-0.395043,0.057461,9.768343,-0.001065,-0.002131,-0.004261
-0.395043,0.050278,9.739613,0.006392,-0.006392,0.003196
-0.430956,0.035913,9.768343,0.006392,-0.003196,0.009588
-0.402226,0.007183,9.732430,0.004261,-0.006392,-0.004261
-0.481235,0.028730,9.761160,0.002131,-0.001065,-0.006392
-0.344765,0.079009,9.739613,-0.004261,-0.009588,-0.010653
-0.395043,-0.007183,9.753978,-0.003196,-0.005326,-0.009588
-0.351948,0.057461,9.739613,0.002131,-0.006392,0.005326
-0.366313,0.043096,9.753978,0.005326,-0.004261,0.002131
-0.387861,0.057461,9.732430,0.009588,-0.003196,0.000000
-0.409408,-0.007183,9.768343,0.008522,-0.004261,-0.006392
-0.373495,0.057461,9.753978,0.004261,-0.002131,0.004261
-0.409408,-0.035913,9.789890,-0.001065,0.005326,0.012784
-0.373495,-0.035913,9.761160,-0.002131,0.005326,0.002131
-0.395043,0.014365,9.897630,0.009588,-0.004261,-0.004261
-0.466869,0.050278,9.689334,0.010653,-0.009588,-0.007457
-0.452504,0.014365,9.696517,0.005326,-0.006392,-0.001065
-0.366313,0.014365,9.797073,0.002131,-0.001065,-0.005326
-0.488417,0.043096,9.746795,0.002131,-0.005326,0.000000
-0.373495,0.035913,9.732430,0.005326,-0.003196,0.001065
-0.423774,0.028730,9.739613,0.003196,-0.001065,0.002131
-0.366313,-0.028730,9.718064,0.010653,0.001065,-0.001065
-0.337582,0.093374,9.718064,0.007457,-0.001065,0.006392
-0.395043,0.100556,9.746795,0.000000,0.000000,0.004261
-0.402226,0.035913,9.818622,0.001065,-0.001065,-0.003196
-0.402226,0.007183,9.775525,0.003196,-0.006392,-0.007457
-0.416591,0.014365,9.768343,0.005326,-0.010653,-0.005326
-0.409408,0.000000,9.725247,0.003196,-0.005326,0.000000
-0.409408,0.064643,9.718064,0.008522,-0.001065,0.000000
-0.344765,0.000000,9.775525,0.002131,-0.008522,0.007457
-0.438139,0.000000,9.768343,0.003196,-0.010653,0.002131
-0.452504,0.000000,9.775525,0.004261,-0.003196,0.001065
-0.366313,0.000000,9.804255,0.004261,-0.006392,0.001065
-0.373495,-0.021548,9.761160,0.002131,0.001065,-0.006392
-0.308852,-0.014365,9.761160,0.000000,0.000000,-0.003196
-0.373495,0.014365,9.746795,0.003196,-0.013849,-0.003196
-0.387861,0.021548,9.718064,0.007457,-0.001065,0.001065
-0.466869,0.050278,9.782708,0.005326,0.007457,0.002131
-0.488417,0.007183,9.746795,0.006392,0.005326,0.000000
-0.409408,0.021548,9.761160,0.001065,0.000000,-0.001065
-0.488417,0.021548,9.710882,0.002131,-0.007457,0.000000
-0.438139,0.057461,9.610326,0.006392,-0.005326,-0.001065
-0.366313,0.021548,9.703699,0.007457,-0.001065,-0.001065
-0.452504,-0.043096,9.782708,-0.002131,-0.004261,0.002131
-0.416591,0.050278,9.832987,0.001065,-0.002131,-0.002131
-0.452504,0.071826,9.761160,0.003196,-0.003196,-0.002131
-0.373495,-0.043096,9.782708,0.006392,-0.003196,-0.003196
-0.430956,0.100556,9.732430,0.004261,-0.006392,-0.003196
-0.380678,-0.021548,9.768343,0.003196,0.000000,0.007457
-0.438139,0.064643,9.753978,0.006392,0.000000,0.005326
-0.430956,-0.057461,9.789890,0.007457,-0.005326,-0.003196
-0.445322,0.000000,9.761160,0.006392,-0.003196,0.000000
-0.438139,0.064643,9.682152,0.002131,-0.009588,0.000000
-0.423774,0.093374,9.854534,0.000000,-0.003196,0.003196
-0.380678,0.035913,9.725247,0.009588,-0.002131,-0.001065
-0.416591,0.035913,9.818622,0.001065,-0.003196,-0.005326
-0.502782,0.014365,9.890448,-0.003196,0.003196,0.002131
-0.452504,-0.014365,9.703699,-0.001065,0.002131,-0.001065
-0.488417,0.079009,9.732430,0.003196,-0.005326,-0.002131
-0.395043,-0.057461,9.782708,0.002131,-0.003196,-0.004261
-0.452504,-0.071826,9.775525,0.000000,0.002131,-0.003196
-0.409408,-0.028730,9.782708,0.007457,-0.004261,0.005326
-0.423774,0.086191,9.789890,0.006392,-0.009588,0.004261
-0.423774,0.021548,9.761160,0.002131,-0.005326,-0.010653
-0.430956,0.021548,9.746795,0.007457,0.000000,-0.006392
-0.387861,0.043096,9.696517,0.007457,-0.002131,0.001065
-0.301669,0.043096,9.811439,0.007457,-0.002131,0.003196
-0.308852,0.107739,9.789890,0.002131,-0.002131,-0.001065
-0.380678,0.028730,9.797073,0.000000,-0.004261,0.000000
-0.409408,0.021548,9.696517,0.005326,-0.004261,-0.003196
-0.373495,-0.035913,9.739613,0.003196,-0.007457,0.000000
-0.359130,0.000000,9.710882,0.006392,-0.004261,-0.001065
-0.423774,0.071826,9.732430,0.002131,0.002131,0.004261
-0.445322,-0.050278,9.761160,0.008522,-0.006392,-0.003196
-0.445322,-0.028730,9.710882,0.005326,0.001065,-0.001065
-0.323217,0.021548,9.682152,0.002131,-0.007457,0.006392
-0.373495,-0.021548,9.689334,0.005326,-0.004261,-0.003196
-0.373495,-0.057461,9.739613,0.012784,0.000000,-0.007457
-0.402226,-0.043096,9.746795,0.003196,0.005326,0.000000
-0.452504,0.093374,9.703699,0.000000,0.003196,0.011718
-0.445322,0.064643,9.753978,0.002131,-0.006392,0.009588
-0.466869,-0.043096,9.710882,-0.003196,-0.002131,-0.001065
-0.423774,-0.057461,9.761160,-0.004261,-0.006392,0.003196
-0.395043,0.043096,9.761160,0.007457,-0.004261,-0.004261
-0.466869,0.079009,9.696517,0.011718,-0.002131,-0.001065
-0.402226,0.035913,9.718064,-0.003196,-0.004261,-0.002131
-0.373495,-0.050278,9.746795,0.001065,-0.001065,-0.001065
-0.380678,0.028730,9.732430,0.007457,0.000000,0.000000
-0.395043,0.021548,9.804255,0.003196,0.000000,-0.003196
-0.481235,0.021548,9.718064,0.005326,0.000000,-0.006392
-0.323217,0.007183,9.718064,0.007457,-0.004261,0.003196
-0.344765,0.079009,9.710882,0.004261,-0.003196,0.006392
-0.402226,0.000000,9.689334,0.007457,0.000000,0.006392
-0.380678,-0.014365,9.847352,0.011718,0.000000,-0.002131
-0.459687,-0.028730,9.682152,0.002131,-0.003196,-0.014914
-0.438139,-0.021548,9.718064,0.001065,-0.008522,-0.009588
-0.344765,0.007183,9.782708,0.003196,-0.001065,0.003196
-0.366313,-0.035913,9.696517,0.004261,0.004261,0.007457
-0.416591,-0.014365,9.703699,0.005326,0.001065,0.005326
-0.409408,-0.014365,9.660604,0.005326,-0.005326,0.000000
-0.459687,-0.035913,9.789890,0.002131,-0.005326,0.002131
-0.280122,-0.007183,9.825804,-0.001065,0.000000,0.002131
-0.416591,-0.028730,9.653421,0.009588,-0.005326,-0.001065
-0.344765,0.000000,9.797073,0.006392,-0.007457,-0.007457
-0.366313,0.043096,9.811439,0.002131,-0.010653,-0.007457
-0.474052,0.064643,9.732430,0.006392,-0.003196,0.000000
-0.395043,-0.028730,9.768343,0.009588,0.001065,0.003196
-0.380678,0.000000,9.732430,0.008522,-0.003196,0.002131
-0.445322,0.007183,9.667787,0.004261,-0.001065,0.000000
-0.380678,0.028730,9.732430,0.000000,-0.001065,-0.002131
-0.344765,0.028730,9.761160,0.000000,-0.007457,0.000000
-0.395043,0.000000,9.804255,-0.002131,0.001065,-0.001065
-0.430956,0.035913,9.768343,0.002131,-0.004261,-0.003196
-0.452504,0.050278,9.761160,0.004261,-0.002131,-0.002131
-0.409408,0.000000,9.739613,0.006392,0.002131,-0.001065
-0.416591,-0.035913,9.746795,0.003196,-0.008522,0.003196
-0.423774,0.079009,9.746795,0.000000,-0.010653,-0.002131
-0.351948,0.028730,9.718064,0.003196,0.004261,-0.001065
-0.474052,0.050278,9.682152,0.014914,-0.003196,0.002131
-0.344765,0.071826,9.682152,0.006392,-0.003196,-0.005326
-0.402226,-0.007183,9.718064,0.001065,-0.001065,0.001065
-0.380678,-0.043096,9.689334,0.004261,-0.002131,0.000000
-0.395043,0.014365,9.753978,0.009588,-0.010653,-0.002131
-0.380678,-0.050278,9.768343,0.008522,-0.003196,0.000000
-0.409408,0.007183,9.739613,0.006392,-0.005326,-0.002131
-0.395043,0.007183,9.746795,0.002131,-0.007457,0.000000
-0.387861,0.000000,9.682152,0.004261,-0.004261,-0.003196
-0.423774,0.014365,9.689334,0.001065,0.002131,0.004261
-0.517148,0.071826,9.761160,0.004261,0.002131,0.004261
-0.402226,0.028730,9.753978,0.004261,0.000000,-0.005326
-0.387861,0.007183,9.725247,0.006392,-0.008522,-0.002131
-0.402226,0.014365,9.660604,0.001065,-0.014914,-0.002131
-0.416591,-0.064643,9.768343,0.002131,-0.008522,0.000000
-0.373495,-0.007183,9.703699,0.005326,-0.002131,0.005326
-0.459687,0.028730,9.782708,0.008522,-0.005326,0.003196
-0.373495,-0.057461,9.725247,0.004261,-0.003196,-0.001065
-0.416591,0.028730,9.718064,0.001065,-0.002131,0.005326
-0.380678,0.071826,9.768343,0.001065,-0.007457,0.004261
-0.351948,0.021548,9.775525,0.007457,-0.006392,0.003196
-0.445322,-0.014365,9.768343,0.006392,-0.002131,-0.003196
-0.380678,0.043096,9.710882,0.006392,-0.001065,-0.003196
-0.359130,0.007183,9.797073,0.006392,0.002131,-0.002131
-0.459687,0.035913,9.840169,0.004261,-0.003196,-0.003196
-0.474052,0.079009,9.725247,-0.002131,-0.008522,-0.001065
-0.416591,0.014365,9.746795,0.002131,0.001065,-0.002131
-0.495600,0.021548,9.753978,-0.001065,-0.007457,-0.002131
-0.402226,-0.021548,9.761160,0.003196,-0.014914,0.006392
-0.344765,0.086191,9.768343,0.010653,-0.001065,-0.002131
-0.438139,-0.021548,9.739613,0.004261,0.001065,-0.002131
-0.423774,0.000000,9.732430,0.008522,-0.003196,-0.004261
-0.488417,0.043096,9.753978,0.003196,-0.005326,-0.003196
-0.423774,0.043096,9.761160,0.005326,-0.005326,0.002131
-0.387861,0.014365,9.768343,0.010653,0.006392,0.005326
-0.445322,0.043096,9.653421,0.004261,0.002131,-0.003196
-0.395043,0.071826,9.746795,0.002131,-0.004261,-0.001065
-0.395043,0.028730,9.753978,0.001065,-0.005326,0.004261
-0.344765,-0.071826,9.768343,0.006392,-0.004261,-0.002131
-0.402226,0.014365,9.768343,0.002131,-0.005326,-0.006392
-0.395043,0.000000,9.761160,0.006392,-0.007457,-0.001065
-0.380678,0.035913,9.797073,0.010653,-0.006392,0.001065
-0.395043,0.021548,9.739613,0.001065,-0.003196,-0.006392
-0.423774,-0.057461,9.797073,-0.003196,0.002131,0.004261
-0.402226,0.071826,9.667787,0.010653,0.002131,0.006392
-0.380678,-0.050278,9.710882,0.009588,-0.001065,0.000000
-0.402226,0.007183,9.718064,0.004261,-0.002131,0.004261
-0.474052,0.035913,9.725247,0.003196,0.001065,-0.002131
-0.423774,0.064643,9.761160,0.011718,0.002131,0.000000
-0.380678,-0.021548,9.631873,0.007457,-0.002131,0.001065
-0.387861,-0.028730,9.768343,0.007457,-0.009588,-0.008522
-0.308852,-0.093374,9.761160,0.004261,-0.005326,-0.005326
-0.466869,0.021548,9.660604,0.002131,-0.002131,0.000000
-0.387861,0.057461,9.811439,0.002131,-0.004261,-0.001065
-0.430956,0.079009,9.775525,0.001065,-0.005326,-0.001065
-0.452504,0.007183,9.804255,0.001065,-0.005326,0.000000
-0.366313,0.021548,9.739613,0.003196,-0.009588,0.003196
-0.423774,0.071826,9.710882,0.011718,-0.006392,0.002131
-0.351948,0.007183,9.710882,0.009588,-0.008522,-0.004261
-0.409408,-0.064643,9.761160,-0.001065,-0.003196,-0.002131
-0.423774,0.021548,9.789890,-0.006392,0.000000,0.000000
-0.373495,0.035913,9.868899,-0.001065,-0.005326,0.002131
-0.308852,0.000000,9.696517,0.009588,-0.005326,-0.005326
-0.402226,-0.007183,9.797073,0.008522,-0.002131,-0.002131
-0.416591,-0.028730,9.718064,0.003196,-0.005326,0.005326
-0.402226,-0.007183,9.753978,0.002131,-0.001065,0.005326
-0.438139,-0.021548,9.768343,0.006392,0.003196,-0.004261
-0.459687,0.086191,9.667787,0.002131,0.002131,0.004261
-0.452504,0.035913,9.718064,0.004261,-0.008522,-0.002131
-0.395043,0.057461,9.646238,0.004261,-0.006392,0.002131
-0.402226,0.035913,9.739613,-0.001065,-0.006392,-0.006392
-0.409408,0.043096,9.768343,0.003196,0.002131,-0.003196
-0.373495,0.014365,9.732430,0.002131,-0.001065,-0.001065
-0.373495,0.043096,9.753978,0.000000,-0.004261,-0.008522
-0.373495,0.079009,9.797073,0.002131,-0.003196,-0.003196
-0.366313,0.021548,9.624691,0.004261,-0.006392,-0.002131
-0.395043,-0.007183,9.811439,0.008522,-0.003196,-0.002131
-0.430956,-0.057461,9.761160,0.006392,-0.004261,0.000000
-0.488417,-0.071826,9.782708,0.007457,-0.005326,-0.002131
-0.351948,-0.050278,9.782708,0.000000,-0.004261,0.001065
-0.423774,0.021548,9.710882,0.001065,-0.004261,0.006392
-0.402226,0.064643,9.703699,0.002131,-0.002131,0.004261
-0.323217,-0.014365,9.753978,0.004261,0.003196,-0.006392
-0.409408,0.014365,9.768343,-0.001065,-0.002131,-0.004261
-0.430956,0.007183,9.732430,-0.001065,-0.008522,-0.003196
-0.488417,0.028730,9.775525,0.004261,-0.007457,-0.004261
-0.416591,0.014365,9.710882,0.005326,-0.006392,-0.003196
-0.430956,0.043096,9.775525,0.002131,-0.009588,-0.002131
-0.423774,0.100556,9.624691,0.001065,0.001065,-0.006392
-0.308852,0.035913,9.761160,0.007457,-0.002131,0.009588
-0.366313,-0.050278,9.782708,-0.001065,0.004261,0.003196
-0.366313,0.014365,9.804255,-0.001065,0.003196,-0.003196
-0.395043,0.064643,9.718064,0.008522,0.004261,0.006392
-0.402226,0.071826,9.732430,0.006392,0.004261,-0.006392
-0.430956,0.014365,9.761160,0.002131,-0.001065,-0.011718
-0.438139,-0.014365,9.660604,0.001065,0.000000,0.002131
-0.366313,0.000000,9.746795,0.001065,-0.001065,-0.004261
-0.395043,-0.043096,9.689334,0.000000,-0.011718,0.003196
-0.416591,0.028730,9.861717,-0.001065,-0.010653,0.002131
-0.423774,0.000000,9.682152,0.004261,0.000000,-0.004261
-0.409408,0.007183,9.775525,0.002131,0.001065,0.001065
-0.337582,-0.079009,9.739613,-0.001065,-0.006392,-0.005326
-0.452504,0.043096,9.753978,0.002131,-0.008522,-0.001065
-0.438139,-0.014365,9.840169,0.006392,-0.007457,-0.001065
-0.402226,-0.014365,9.725247,0.007457,-0.005326,0.007457
-0.416591,0.028730,9.718064,0.008522,-0.005326,-0.002131
-0.373495,0.014365,9.746795,0.006392,-0.010653,-0.006392
-0.445322,0.079009,9.782708,0.004261,-0.003196,-0.004261
-0.416591,-0.021548,9.789890,0.006392,-0.003196,-0.004261
-0.409408,-0.007183,9.775525,0.008522,-0.008522,-0.005326
-0.359130,0.028730,9.746795,0.006392,-0.006392,-0.001065
-0.373495,-0.007183,9.746795,0.004261,0.000000,0.006392
-0.373495,0.007183,9.732430,0.005326,0.001065,0.002131
-0.351948,-0.043096,9.739613,0.008522,-0.004261,-0.002131
-0.416591,0.014365,9.703699,0.004261,-0.002131,-0.003196
-0.395043,0.021548,9.775525,0.003196,-0.002131,0.002131
-0.387861,0.007183,9.768343,0.004261,-0.003196,0.006392
-0.366313,-0.021548,9.768343,0.003196,0.000000,-0.004261
-0.423774,-0.014365,9.739613,0.004261,0.002131,-0.005326
-0.380678,-0.064643,9.753978,0.008522,0.000000,0.011718
-0.387861,-0.021548,9.797073,0.006392,0.001065,0.007457
-0.330400,0.050278,9.746795,0.004261,0.000000,0.003196
-0.373495,0.035913,9.746795,0.003196,-0.007457,0.000000
-0.387861,-0.050278,9.825804,0.004261,-0.005326,-0.007457
-0.423774,-0.043096,9.732430,0.004261,-0.007457,-0.005326
-0.423774,0.050278,9.761160,0.002131,-0.006392,0.001065
-0.430956,0.057461,9.782708,-0.002131,0.000000,0.002131
-0.351948,0.000000,9.682152,0.005326,-0.003196,-0.003196
-0.344765,-0.057461,9.782708,0.007457,-0.014914,-0.001065
-0.387861,-0.050278,9.753978,0.008522,-0.013849,-0.005326
-0.409408,0.028730,9.725247,0.005326,-0.003196,-0.002131
-0.380678,0.007183,9.746795,0.002131,-0.001065,0.002131
-0.545878,-0.007183,9.832987,-0.001065,-0.003196,-0.007457
-0.423774,0.028730,9.753978,-0.002131,0.003196,0.002131
-0.395043,0.050278,9.710882,0.004261,0.000000,0.003196
-0.416591,0.079009,9.775525,0.008522,0.000000,-0.001065
-0.373495,-0.014365,9.710882,0.008522,-0.005326,0.000000
-0.351948,-0.021548,9.832987,0.007457,-0.001065,0.002131
-0.438139,-0.043096,9.718064,0.003196,0.001065,0.001065
-0.445322,-0.007183,9.718064,0.001065,-0.004261,0.001065
-0.380678,0.000000,9.768343,0.000000,0.001065,0.004261
-0.387861,0.050278,9.804255,0.003196,0.000000,-0.001065
-0.452504,-0.021548,9.725247,0.000000,-0.004261,0.001065
-0.344765,-0.057461,9.775525,0.005326,-0.009588,-0.007457
-0.395043,-0.079009,9.775525,0.003196,0.002131,-0.008522
-0.387861,0.028730,9.753978,0.005326,0.000000,0.001065
-0.387861,-0.007183,9.854534,0.007457,-0.004261,0.005326
-0.402226,-0.007183,9.703699,0.006392,-0.008522,0.000000
-0.373495,0.064643,9.789890,0.006392,-0.004261,-0.002131
-0.445322,0.028730,9.739613,0.006392,-0.003196,0.005326
-0.373495,0.014365,9.804255,0.004261,-0.004261,-0.006392
-0.466869,0.057461,9.732430,0.004261,0.004261,0.002131
-0.430956,-0.021548,9.689334,0.001065,-0.001065,0.001065
-0.445322,0.021548,9.753978,0.002131,-0.008522,-0.005326
-0.351948,-0.035913,9.732430,0.004261,0.000000,0.002131
-0.423774,0.021548,9.739613,0.001065,-0.005326,0.002131
-0.351948,0.064643,9.761160,0.004261,-0.003196,0.000000
-0.323217,0.014365,9.689334,0.001065,0.005326,-0.002131
-0.452504,0.021548,9.761160,0.002131,-0.003196,-0.003196
-0.387861,-0.064643,9.775525,0.011718,-0.003196,-0.005326
-0.366313,0.093374,9.696517,0.003196,-0.004261,-0.001065
-0.387861,0.021548,9.739613,-0.002131,-0.010653,0.000000
-0.409408,0.057461,9.832987,0.005326,-0.007457,-0.003196
-0.395043,0.100556,9.753978,0.002131,-0.005326,-0.006392
-0.373495,-0.028730,9.768343,0.010653,0.000000,0.005326
-0.351948,0.007183,9.725247,0.008522,-0.002131,0.005326
-0.351948,0.064643,9.703699,0.002131,-0.002131,-0.005326
-0.409408,0.043096,9.718064,0.002131,-0.002131,-0.006392
-0.409408,0.028730,9.782708,0.002131,-0.002131,-0.002131
-0.344765,0.000000,9.725247,0.001065,-0.006392,0.009588
-0.373495,-0.064643,9.725247,0.004261,-0.004261,-0.001065
-0.423774,-0.057461,9.739613,0.002131,0.001065,-0.004261
-0.502782,0.086191,9.725247,0.002131,0.002131,0.003196
-0.344765,-0.028730,9.739613,0.001065,-0.005326,0.004261
-0.316035,-0.014365,9.746795,0.006392,-0.006392,-0.007457
-0.409408,-0.050278,9.761160,0.002131,-0.002131,-0.012784
-0.423774,-0.007183,9.832987,0.003196,-0.003196,-0.004261
-0.430956,0.000000,9.739613,0.007457,-0.001065,0.004261
-0.416591,0.043096,9.732430,0.006392,0.001065,0.008522
-0.430956,-0.035913,9.775525,0.002131,0.005326,0.000000
-0.387861,0.064643,9.732430,0.003196,0.000000,0.004261
-0.387861,-0.021548,9.753978,0.000000,0.005326,0.006392
-0.430956,-0.043096,9.732430,0.001065,0.001065,-0.006392
-0.359130,0.007183,9.746795,0.008522,-0.004261,-0.009588
-0.416591,0.021548,9.689334,0.001065,-0.002131,0.008522
-0.373495,0.079009,9.753978,0.004261,-0.004261,0.000000
-0.402226,-0.028730,9.825804,0.010653,-0.008522,-0.001065
-0.402226,-0.050278,9.782708,0.012784,-0.010653,-0.001065
-0.344765,0.007183,9.746795,0.003196,0.002131,-0.002131
-0.416591,0.021548,9.746795,0.002131,0.000000,0.002131
